store_name,mall,owner_group,unit,level,scope_of_business,raw_category,subcategory,is_fnb,is_halal,description,website,source
Dunlopillo Suite,IMM Building,CapitaLand,unit-03-54,03,"Department, Value & Outlet",Outlet,,False,False,"<div><span style=""font-size: 0.8125rem;"">Dunlopillo, with 89 years of solid innovations and achievements, is one of the world's best loved bedding brands and the leading manufacturer of latex, dedicated to providing high-quality sleep and comfort solutions to all our customers. Through the years, we have given millions of customers around the world the peace of mind that their bedrooms are their personal haven for celebrating special moments.</span></div>",,capitaland-api
Krispy Kreme,IMM Building,CapitaLand,unit-01-k06,01,Food & Beverage,Food & Beverage,Bakery & Confectionery,True,False,"Krispy Kreme an American Icon is home to world-famous awesome doughnuts. Made fresh daily, it deliver an array of delicious taste through our wide variety of doughnuts and beverages. Krispy Kreme create the most awesome doughnut experience imaginable as our mission is to touch and enhance lives through the joy that everyone deserves a happy place.",,capitaland-api
SWAROVSKI Outlet,IMM Building,CapitaLand,unit-01-103,01,"Department, Value & Outlet",Outlet,Accessories,False,False,"Delivering a wonderlab of meticulously crafted jewellery &amp; accessories, Swarovski brings artistry &amp; elegance into the everyday lifestyle. Celebrate individuality &amp; break the rules of style where innovation meets imagination.",,capitaland-api
BOSS Outlet,IMM Building,CapitaLand,01-101to101a,01,"Department, Value & Outlet",Outlet,Accessories,False,False,"<div>BOSS is for those who lead a self-determined life with style, passion, and purpose. The collections offer dynamic, modern designs to form a complete wardrobe for the inspirational BOSS of today.</div><div><br></div><div>BOSS Menswear sets the standard for iconic tailoring – but it’s so much more than that. From signature suits to sportswear, BOSS Menswear presents innovative designs to form a versatile wardrobe for a modern 24/7 lifestyle. BOSS Womenswear presents bold and elevated designs for today’s visionaries, in every role they play.</div><div><br></div><div>Be Your Own BOSS.</div>",,capitaland-api
Barani Outlet,IMM Building,CapitaLand,unit-02-11a,02,Fashion & Accessories,Fashion,Bags & Shoes,False,False,"<div>Barani has always been dedicated to offering customers with affordable and comfortable fashion-right footwear for all occasions.</div><div><br></div><div>Since the very beginning Barani assured not only high quality leather shoes, but also one which had transparency and sustainability in manufacturing.</div><div>Barani benefits from over 40 years of experience, where every pair from our high-quality shoe collection is handcrafted in our factory.</div><div><br></div><div>From office wear to casual wear and everything in between. You get the greatest footwear styles designed with a modern approach to improve the way you live, work, and play.</div><div><br></div><div>Barani promises quality and comfort with no compromises.&nbsp;</div>",,capitaland-api
PANDORA Outlet,IMM Building,CapitaLand,01-124b,01,"Department, Value & Outlet",Outlet,Accessories,False,False,"Delicately hand crafted to the finest quality, PANDORA provides the perfect adornment for every mood and occasion. From necklace statement pieces to the subtle sparkle of delicate bracelets, walk into every room with understated beauty.",,capitaland-api
VANS Outlet,IMM Building,CapitaLand,unit-02-04a,02,Fashion & Accessories,Fashion,Bags & Shoes,False,False,"The Vans brand promotes the action sports lifestyle, youth culture and creative self-expression through the support of athletes, musicians and artists and through progressive events and platforms such as the Vans Park Series, Vans Custom Culture, Vans Warped Tour®, and House of Vans.",,capitaland-api
Levi's Outlet,IMM Building,CapitaLand,unit-01-08-09-10,01,"Department, Value & Outlet",Outlet,Apparel,False,False,"The Levi’s® brand epitomizes classic American style and effortless cool. Since their invention by Levi Strauss &amp; Co. in 1873, Levi’s® jeans have become one of the most recognizable garments of clothing in the world—capturing the imagination and loyalty of people for generations. Today, the Levi’s® brand portfolio continues to evolve through a relentless pioneering and innovative spirit that is unparalleled in the apparel industry. Our range of leading jeanswear, casual lifestyle werar and accessories are available in more than 110 countries, allowing individuals around the world to express their personal style. For more information about the Levi’s® brand, its products and stores, please visit www.levi.com.sg&nbsp; &nbsp;&nbsp;",,capitaland-api
Everbest Outlet,IMM Building,CapitaLand,unit-02-37a,02,Fashion & Accessories,Fashion,Bags & Shoes,False,False,"<div>Established in 1979, Everbest is a Singapore homegrown brand synonymous with luxury of simplicity.</div><div><br></div><div>Over the years, Everbest has continually evolved to always deliver a timeless collection of high quality, comfort footwear and accessories for both ladies and men. Our goal has, and always will be, to provide our valued customers with quality products and excellent service.</div><div><br></div><div>Today, the Everbest brand is recognisable across Southeast Asia, with over 30 retail branches.</div>",,capitaland-api
Zirconite Shield Singapore,IMM Building,CapitaLand,l3-carpark-lots-31-to-33,L3 CARPARK LOTS 31 TO 33,Services,Services,,False,False,"<div>Car Spa, Polishing, Interior Grooming, Ceramic Coating and more.</div><div><br></div><div>Supagard is UK’s leading provider of exterior and interior protection products.</div><div><br></div><div>We provide a range of quality car grooming services and paint protection treatment.</div><div><br></div><div>Drive in now or book an appointment online!</div><div><br></div>",,capitaland-api
Hainan Second Street,IMM Building,CapitaLand,unit-02-38-38a,02,Food & Beverage,Food & Beverage,Restaurant,True,False,"Hainan Second Street is the masterpiece of a group of Hainanese brothers aspiring to spread the love for our heritage food to the Singaporean community. We have taken it upon ourselves to share with Singaporeans delicious fare fine-tuned through generations of Hainanese culinary excellence. Combined with our authentic Hainanese setting, we endeavour to build a nostalgic environment – a place where people can gather and experience genuity. With time passing us by and traditions being forsaken, the best way to preserve our culture and keep to our roots is by staying true to the flavours and style of dining. Having an ethos to build a real sense of community and neighbourhood, Hainan Second Street will uphold a spirit of excellence in keeping the craft of our cooking genuine and gastronomical.",,capitaland-api
Q & M Dental Surgery,IMM Building,CapitaLand,02-61a,02,Services,Services,Clinic & Pharmacy,False,False,"Q & M Dental Group was first established in November 1996 at Bukit Batok. Over the years, it has grown from strength to strength and now has more than 70 clinics island-wide, thus making it the largest private dental healthcare group in Singapore. We look forward to serving you there!",,capitaland-api
7-Eleven,IMM Building,CapitaLand,unit-01-82,01,Services,Services,,False,False,"Established in Singapore in 1983, 7-Eleven has since expanded to over 400 stores island-wide to become the leading 24-hour convenience chain store. 7-Eleven emphasises convenience and value by offering a wide array of quality products, food and services to satisfy the needs of consumers. Think 7-Eleven and what comes to mind are the wide range of quality ready-to-eat meals and sandwiches under 7-Select. 7-Eleven is also a 24/7 one-stop destination for customers who need to access bill payment services in their own time. Our services cover payment of utilities, courier, ticketing and even cash withdrawal.",,capitaland-api
Absolute Bedding,IMM Building,CapitaLand,unit-03-24,03,"Department, Value & Outlet",Outlet,,False,False,<div>Absolute Bedding is specialized in designing and selling Beds and Sofa set. Absolute Bedding &amp; Sofa sets are hot-selling in Europe market and our products are acknowledged by the market and our customers.</div><div><br></div><div>The absolute brand is created for customers who know what life is all about and who value high quality. Absolute quality passport provides a 10 year warranty. The warranty covers the perfect craftsmanship of all units as well as the quality of the foam materials and springs.</div><div><br></div>,,capitaland-api
Sintex Outlet,IMM Building,CapitaLand,unit-02-60,02,"Department, Value & Outlet",Outlet,,False,False,"Sintex offers a wide variety of quality beddings and bedlinens, ranging from classic styles to contemporary designs that suit individual tastes and unique styles.",,capitaland-api
The Cosmetics Company Store,IMM Building,CapitaLand,unit-02-36,02,"Department, Value & Outlet",Outlet,Cosmetics & Fragnances,False,False,"“BEAUTY’S BEST KEPT SECRET” – As part of The Estée Lauder Companies, we offer award winning premium skincare, makeup, haircare, and fragrance products from a collection of prestigious brands including Estee Lauder, Clinique, &amp; MAC. We have now grown to a global portfolio of over 150 outlet stores worldwide. We look forward to welcoming you to our IMM store.",,capitaland-api
MoneyMax,IMM Building,CapitaLand,unit-01-28,01,Fashion & Accessories,Fashion,Jewellery & Watches,False,False,"MoneyMax Jewellery is a preferred destination for brand-new gold and fine jewellery offered at exceptional value. Today, the brand stands for trust, competitive pricing, and excellent customer service, with a diverse selection of jewellery.",,capitaland-api
Yakiniku Shokudo,IMM Building,CapitaLand,unit-02-53,02,Food & Beverage,Food & Beverage,Restaurant,True,False,Yakiniku Shokudo,,capitaland-api
Gong Yuan Ma La Tang,IMM Building,CapitaLand,unit-02-52,02,Food & Beverage,Food & Beverage,Restaurant,True,False,"<div>Gong Yuan Ma La Tang is a 100% locally owned brand that was established in 2017. To provide a unique Ma La cuisine experience while retaining the authenticity of the local fan favourite dish. We offer drinkable Ma La soup bases that do not leave a greasy or overwhelming aftertaste. To ensure that, we constantly refine our soup bases through customer’s feedback as well as research and developments.&nbsp;</div><div><br></div><div>We understand that different people have different dietary needs and spice preferences. Hence, we have other soup bases such as Mushroom, Pork bone, Tomato and Pickled Vegetable soup bases for those who do not enjoy spices. We have also come up with a vegetarian friendly soup for our vegetarian consumers.</div>",,capitaland-api
Little Kingdom by Unisprings,IMM Building,CapitaLand,unit-03-23,03,"Department, Value & Outlet",Outlet,,False,False,Little Kingdom by Unisprings,,capitaland-api
Havaianas Outlet,IMM Building,CapitaLand,01-07,01,Fashion & Accessories,Fashion,Bags & Shoes,False,False,"<div>Havaianas is a Brazilian flip-flop brand born in 1962.</div><div><br></div><div>The brand changed the concept of footwear in the mid-1990s&nbsp;<span style=""font-size: 0.8125rem;"">with its iconic rubber sole and infamous bright,&nbsp;</span><span style=""font-size: 0.8125rem;"">summer-infused designs, turning flip-flops into a&nbsp;</span><span style=""font-size: 0.8125rem;"">highly-desired fashion item for trendsetters alike.</span></div><div><span style=""font-size: 0.8125rem;""><br></span></div><div>Each pair of Havaianas is still designed and made in its&nbsp;<span style=""font-size: 0.8125rem;"">birthplace, Brazil, with over 252 million pairs sold every year in&nbsp;</span><span style=""font-size: 0.8125rem;"">over 100 countries. Since its launch, more than 5 billion pairs&nbsp;</span><span style=""font-size: 0.8125rem;"">have been sold worldwide, enough to circle the Earth 65 times.</span></div>",,capitaland-api
